year,team_id,team_name,stat_type,games_played,at_bats,runs,hits,doubles,triples,home_runs,rbi,stolen_bases,caught_stealing,walks,strikeouts,batting_avg,obp,slg,ops,total_bases,hit_by_pitch,sac_flies,sac_bunts,left_on_base,wins,losses,win_percentage,era,games_started,games_finished,complete_games,shutouts,saves,save_opportunities,holds,blown_saves,innings_pitched,hits_allowed,runs_allowed,earned_runs,home_runs_allowed,walks_allowed,whip,batters_faced,wild_pitches,hit_batsmen,balks
2022,146,Miami Marlins,pitching,162,,,,,,,,,,,1437,,,,,,,,,,69.0,93.0,0.426,3.87,162.0,155.0,6.0,10.0,41.0,72.0,75.0,31.0,1437.1,1311.0,676.0,618.0,173.0,511.0,1.27,6056.0,54.0,76.0,3.0
2022,141,Toronto Blue Jays,pitching,162,,,,,,,,,,,1390,,,,,,,,,,92.0,70.0,0.568,3.87,162.0,162.0,0.0,10.0,46.0,73.0,95.0,27.0,1441.1,1356.0,679.0,620.0,180.0,424.0,1.23,6053.0,29.0,76.0,5.0
2022,145,Chicago White Sox,pitching,162,,,,,,,,,,,1450,,,,,,,,,,81.0,81.0,0.5,3.92,162.0,160.0,2.0,14.0,48.0,71.0,102.0,23.0,1447.2,1330.0,717.0,631.0,166.0,533.0,1.29,6145.0,64.0,51.0,6.0
2022,110,Baltimore Orioles,pitching,162,,,,,,,,,,,1214,,,,,,,,,,83.0,79.0,0.512,3.97,162.0,160.0,2.0,15.0,46.0,59.0,80.0,13.0,1433.1,1406.0,688.0,632.0,171.0,443.0,1.29,6058.0,47.0,64.0,4.0
2022,143,Philadelphia Phillies,pitching,162,,,,,,,,,,,1423,,,,,,,,,,87.0,75.0,0.537,3.97,162.0,159.0,3.0,15.0,42.0,60.0,88.0,18.0,1428.1,1330.0,685.0,630.0,150.0,463.0,1.26,6006.0,47.0,68.0,3.0
2022,142,Minnesota Twins,pitching,162,,,,,,,,,,,1336,,,,,,,,,,78.0,84.0,0.481,3.98,162.0,162.0,0.0,17.0,28.0,55.0,100.0,27.0,1437.0,1320.0,684.0,636.0,184.0,468.0,1.24,6042.0,50.0,66.0,4.0
2022,112,Chicago Cubs,pitching,162,,,,,,,,,,,1383,,,,,,,,,,74.0,88.0,0.457,4.0,162.0,162.0,0.0,11.0,44.0,75.0,58.0,31.0,1443.2,1342.0,731.0,642.0,207.0,540.0,1.3,6162.0,53.0,73.0,8.0
2022,116,Detroit Tigers,pitching,162,,,,,,,,,,,1195,,,,,,,,,,66.0,96.0,0.407,4.04,162.0,162.0,0.0,8.0,38.0,56.0,93.0,18.0,1419.2,1336.0,713.0,637.0,167.0,511.0,1.3,6047.0,59.0,57.0,2.0
2022,140,Texas Rangers,pitching,162,,,,,,,,,,,1314,,,,,,,,,,68.0,94.0,0.42,4.22,162.0,161.0,1.0,10.0,37.0,67.0,86.0,30.0,1435.0,1345.0,743.0,673.0,169.0,581.0,1.34,6167.0,66.0,71.0,7.0
2022,109,Arizona Diamondbacks,pitching,162,,,,,,,,,,,1216,,,,,,,,,,74.0,88.0,0.457,4.25,162.0,162.0,0.0,10.0,33.0,60.0,79.0,27.0,1430.0,1345.0,740.0,676.0,191.0,504.0,1.29,6065.0,51.0,59.0,3.0
2022,133,Oakland Athletics,pitching,162,,,,,,,,,,,1203,,,,,,,,,,60.0,102.0,0.37,4.52,162.0,162.0,0.0,7.0,34.0,59.0,105.0,25.0,1426.1,1394.0,770.0,717.0,195.0,503.0,1.33,6121.0,62.0,72.0,5.0
2022,111,Boston Red Sox,pitching,162,,,,,,,,,,,1346,,,,,,,,,,78.0,84.0,0.481,4.53,162.0,157.0,5.0,10.0,39.0,67.0,88.0,28.0,1431.0,1411.0,787.0,721.0,185.0,526.0,1.35,6167.0,60.0,72.0,8.0
2022,134,Pittsburgh Pirates,pitching,162,,,,,,,,,,,1250,,,,,,,,,,62.0,100.0,0.383,4.66,162.0,161.0,0.0,6.0,33.0,62.0,70.0,29.0,1421.0,1431.0,817.0,735.0,164.0,586.0,1.42,6263.0,62.0,87.0,5.0
2022,118,Kansas City Royals,pitching,162,,,,,,,,,,,1191,,,,,,,,,,65.0,97.0,0.401,4.7,162.0,162.0,0.0,9.0,33.0,54.0,80.0,21.0,1416.0,1493.0,810.0,740.0,173.0,589.0,1.47,6249.0,88.0,71.0,6.0
2022,113,Cincinnati Reds,pitching,162,,,,,,,,,,,1414,,,,,,,,,,62.0,100.0,0.383,4.86,162.0,161.0,1.0,6.0,31.0,53.0,60.0,22.0,1423.1,1366.0,815.0,768.0,213.0,612.0,1.39,6220.0,58.0,110.0,5.0
2022,120,Washington Nationals,pitching,162,,,,,,,,,,,1220,,,,,,,,,,55.0,107.0,0.34,5.0,162.0,160.0,2.0,4.0,28.0,45.0,59.0,17.0,1411.2,1469.0,855.0,785.0,244.0,558.0,1.44,6220.0,59.0,75.0,2.0
2022,115,Colorado Rockies,pitching,162,,,,,,,,,,,1187,,,,,,,,,,68.0,94.0,0.42,5.06,162.0,161.0,1.0,6.0,43.0,64.0,65.0,21.0,1425.1,1516.0,873.0,802.0,184.0,539.0,1.44,6240.0,65.0,59.0,3.0
2023,144,Atlanta Braves,batting,162,5597.0,947.0,1543.0,293.0,23.0,307.0,916.0,132.0,27.0,538.0,1289,0.276,0.344,0.501,0.845,2803.0,67.0,43.0,2.0,1062.0,,,,,,,,,,,,,,,,,,,,,,,
2023,140,Texas Rangers,batting,162,5595.0,881.0,1470.0,326.0,18.0,233.0,845.0,79.0,19.0,599.0,1416,0.263,0.337,0.452,0.789,2531.0,53.0,47.0,10.0,1164.0,,,,,,,,,,,,,,,,,,,,,,,
2023,139,Tampa Bay Rays,batting,162,5511.0,860.0,1432.0,282.0,24.0,230.0,827.0,160.0,41.0,514.0,1420,0.26,0.331,0.445,0.776,2452.0,95.0,38.0,6.0,1047.0,,,,,,,,,,,,,,,,,,,,,,,
2023,146,Miami Marlins,batting,162,5497.0,666.0,1423.0,258.0,23.0,166.0,633.0,86.0,21.0,430.0,1287,0.259,0.316,0.405,0.721,2225.0,50.0,38.0,22.0,1097.0,,,,,,,,,,,,,,,,,,,,,,,
2023,117,Houston Astros,batting,162,5567.0,827.0,1441.0,280.0,22.0,222.0,799.0,107.0,32.0,550.0,1241,0.259,0.331,0.437,0.768,2431.0,72.0,40.0,14.0,1134.0,,,,,,,,,,,,,,,,,,,,,,,
2023,111,Boston Red Sox,batting,162,5562.0,772.0,1437.0,339.0,19.0,182.0,734.0,112.0,26.0,486.0,1372,0.258,0.324,0.424,0.748,2360.0,71.0,35.0,11.0,1117.0,,,,,,,,,,,,,,,,,,,,,,,
2023,119,Los Angeles Dodgers,batting,162,5524.0,906.0,1422.0,303.0,20.0,249.0,877.0,105.0,25.0,644.0,1359,0.257,0.34,0.455,0.795,2512.0,85.0,69.0,5.0,1163.0,,,,,,,,,,,,,,,,,,,,,,,
2023,141,Toronto Blue Jays,batting,162,5562.0,746.0,1423.0,292.0,19.0,188.0,705.0,99.0,34.0,550.0,1303,0.256,0.329,0.417,0.746,2317.0,69.0,32.0,4.0,1170.0,,,,,,,,,,,,,,,,,,,,,,,
2023,143,Philadelphia Phillies,batting,162,5541.0,796.0,1417.0,291.0,29.0,220.0,771.0,141.0,26.0,539.0,1481,0.256,0.327,0.438,0.765,2426.0,69.0,42.0,13.0,1123.0,,,,,,,,,,,,,,,,,,,,,,,
2023,110,Baltimore Orioles,batting,162,5495.0,807.0,1399.0,309.0,28.0,183.0,780.0,114.0,24.0,512.0,1370,0.255,0.321,0.421,0.742,2313.0,45.0,47.0,21.0,1041.0,,,,,,,,,,,,,,,,,,,,,,,
2023,112,Chicago Cubs,batting,162,5504.0,819.0,1399.0,269.0,30.0,196.0,786.0,140.0,34.0,570.0,1391,0.254,0.33,0.421,0.751,2316.0,77.0,52.0,15.0,1127.0,,,,,,,,,,,,,,,,,,,,,,,
2023,120,Washington Nationals,batting,162,5522.0,700.0,1401.0,279.0,26.0,151.0,665.0,127.0,29.0,423.0,1149,0.254,0.314,0.396,0.71,2185.0,78.0,38.0,20.0,1082.0,,,,,,,,,,,,,,,,,,,,,,,
2023,114,Cleveland Guardians,batting,162,5513.0,662.0,1379.0,294.0,29.0,124.0,622.0,151.0,36.0,471.0,1142,0.25,0.313,0.381,0.694,2103.0,55.0,44.0,13.0,1121.0,,,,,,,,,,,,,,,,,,,,,,,
2023,109,Arizona Diamondbacks,batting,162,5436.0,746.0,1359.0,274.0,44.0,166.0,706.0,166.0,26.0,540.0,1247,0.25,0.322,0.408,0.73,2219.0,58.0,50.0,36.0,1091.0,,,,,,,,,,,,,,,,,,,,,,,
2023,138,St. Louis Cardinals,batting,162,5510.0,719.0,1376.0,264.0,12.0,209.0,697.0,101.0,29.0,570.0,1326,0.25,0.326,0.416,0.742,2291.0,70.0,37.0,13.0,1183.0,,,,,,,,,,,,,,,,,,,,,,,
2023,113,Cincinnati Reds,batting,162,5499.0,783.0,1371.0,268.0,37.0,198.0,747.0,190.0,48.0,556.0,1500,0.249,0.327,0.42,0.747,2307.0,92.0,29.0,19.0,1107.0,,,,,,,,,,,,,,,,,,,,,,,
2023,115,Colorado Rockies,batting,162,5496.0,721.0,1368.0,305.0,31.0,163.0,685.0,76.0,25.0,447.0,1543,0.249,0.31,0.405,0.715,2224.0,59.0,41.0,11.0,1038.0,,,,,,,,,,,,,,,,,,,,,,,
2023,108,Los Angeles Angels,batting,162,5489.0,739.0,1346.0,248.0,26.0,231.0,708.0,72.0,31.0,518.0,1524,0.245,0.317,0.426,0.743,2339.0,79.0,46.0,8.0,1102.0,,,,,,,,,,,,,,,,,,,,,,,
2023,118,Kansas City Royals,batting,162,5428.0,676.0,1325.0,258.0,43.0,163.0,651.0,163.0,47.0,411.0,1396,0.244,0.303,0.398,0.701,2158.0,71.0,58.0,14.0,1009.0,,,,,,,,,,,,,,,,,,,,,,,
2023,135,San Diego Padres,batting,162,5401.0,752.0,1316.0,273.0,14.0,205.0,719.0,137.0,32.0,653.0,1311,0.244,0.329,0.413,0.742,2232.0,57.0,44.0,22.0,1144.0,,,,,,,,,,,,,,,,,,,,,,,
2023,142,Minnesota Twins,batting,162,5489.0,778.0,1336.0,264.0,24.0,233.0,745.0,86.0,18.0,594.0,1654,0.243,0.326,0.428,0.754,2347.0,92.0,32.0,12.0,1138.0,,,,,,,,,,,,,,,,,,,,,,,
2023,136,Seattle Mariners,batting,162,5500.0,758.0,1332.0,283.0,12.0,210.0,728.0,118.0,30.0,548.0,1603,0.242,0.321,0.413,0.734,2269.0,111.0,37.0,4.0,1144.0,,,,,,,,,,,,,,,,,,,,,,,
2023,158,Milwaukee Brewers,batting,162,5386.0,728.0,1290.0,257.0,16.0,165.0,696.0,129.0,28.0,591.0,1412,0.24,0.319,0.385,0.704,2074.0,58.0,39.0,7.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,
2023,134,Pittsburgh Pirates,batting,162,5406.0,692.0,1293.0,287.0,31.0,159.0,662.0,117.0,41.0,556.0,1464,0.239,0.315,0.392,0.707,2119.0,58.0,43.0,25.0,1111.0,,,,,,,,,,,,,,,,,,,,,,,
2023,121,New York Mets,batting,162,5363.0,717.0,1276.0,221.0,21.0,215.0,692.0,118.0,15.0,525.0,1331,0.238,0.316,0.407,0.723,2184.0,107.0,38.0,19.0,1082.0,,,,,,,,,,,,,,,,,,,,,,,
2023,145,Chicago White Sox,batting,162,5501.0,641.0,1308.0,264.0,13.0,171.0,617.0,86.0,22.0,377.0,1424,0.238,0.291,0.384,0.675,2111.0,52.0,29.0,16.0,1009.0,,,,,,,,,,,,,,,,,,,,,,,
2023,116,Detroit Tigers,batting,162,5478.0,661.0,1292.0,245.0,29.0,165.0,635.0,85.0,23.0,508.0,1473,0.236,0.305,0.382,0.687,2090.0,49.0,31.0,13.0,1103.0,,,,,,,,,,,,,,,,,,,,,,,
2023,137,San Francisco Giants,batting,162,5412.0,674.0,1271.0,256.0,13.0,174.0,651.0,57.0,16.0,544.0,1492,0.235,0.312,0.383,0.695,2075.0,81.0,39.0,17.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,
2023,147,New York Yankees,batting,162,5323.0,673.0,1207.0,221.0,15.0,219.0,650.0,100.0,30.0,557.0,1427,0.227,0.304,0.397,0.701,2115.0,47.0,36.0,9.0,1007.0,,,,,,,,,,,,,,,,,,,,,,,
2023,133,Oakland Athletics,batting,162,5311.0,585.0,1187.0,225.0,21.0,171.0,563.0,149.0,31.0,498.0,1496,0.223,0.298,0.37,0.668,1967.0,85.0,36.0,28.0,1043.0,,,,,,,,,,,,,,,,,,,,,,,
2023,158,Milwaukee Brewers,pitching,162,,,,,,,,,,,1425,,,,,,,,,,92.0,70.0,0.568,3.71,162.0,161.0,1.0,16.0,46.0,71.0,103.0,25.0,1443.0,1218.0,647.0,595.0,198.0,493.0,1.19,5990.0,54.0,60.0,8.0
2023,135,San Diego Padres,pitching,162,,,,,,,,,,,1445,,,,,,,,,,82.0,80.0,0.506,3.73,162.0,162.0,0.0,16.0,36.0,64.0,83.0,28.0,1441.0,1270.0,648.0,598.0,174.0,557.0,1.27,6082.0,48.0,76.0,7.0
2023,136,Seattle Mariners,pitching,162,,,,,,,,,,,1459,,,,,,,,,,88.0,74.0,0.543,3.74,162.0,160.0,2.0,18.0,44.0,64.0,98.0,20.0,1449.1,1300.0,659.0,602.0,184.0,421.0,1.19,6006.0,41.0,57.0,4.0
2023,141,Toronto Blue Jays,pitching,162,,,,,,,,,,,1528,,,,,,,,,,89.0,73.0,0.549,3.78,162.0,161.0,1.0,15.0,51.0,69.0,106.0,18.0,1451.2,1326.0,671.0,610.0,198.0,488.0,1.25,6100.0,42.0,62.0,12.0
2023,139,Tampa Bay Rays,pitching,162,,,,,,,,,,,1507,,,,,,,,,,99.0,63.0,0.611,3.86,162.0,162.0,0.0,14.0,45.0,76.0,80.0,31.0,1442.0,1258.0,665.0,618.0,177.0,439.0,1.18,5994.0,65.0,63.0,1.0
2023,142,Minnesota Twins,pitching,162,,,,,,,,,,,1560,,,,,,,,,,87.0,75.0,0.537,3.87,162.0,160.0,2.0,12.0,38.0,66.0,79.0,28.0,1451.1,1294.0,659.0,624.0,194.0,443.0,1.2,6028.0,51.0,63.0,1.0
2023,110,Baltimore Orioles,pitching,162,,,,,,,,,,,1431,,,,,,,,,,101.0,61.0,0.623,3.89,162.0,162.0,0.0,12.0,49.0,80.0,108.0,31.0,1453.2,1334.0,678.0,629.0,177.0,473.0,1.24,6098.0,64.0,63.0,7.0
2023,117,Houston Astros,pitching,162,,,,,,,,,,,1460,,,,,,,,,,90.0,72.0,0.556,3.94,162.0,160.0,2.0,7.0,42.0,61.0,86.0,19.0,1445.1,1312.0,698.0,632.0,201.0,537.0,1.28,6110.0,37.0,75.0,5.0
2023,114,Cleveland Guardians,pitching,162,,,,,,,,,,,1311,,,,,,,,,,76.0,86.0,0.469,3.96,162.0,161.0,1.0,13.0,47.0,81.0,103.0,34.0,1444.0,1352.0,697.0,635.0,173.0,534.0,1.31,6144.0,61.0,51.0,10.0
2023,147,New York Yankees,pitching,162,,,,,,,,,,,1439,,,,,,,,,,82.0,80.0,0.506,3.97,162.0,159.0,3.0,8.0,44.0,63.0,83.0,19.0,1439.2,1272.0,698.0,635.0,195.0,508.0,1.24,6078.0,60.0,85.0,15.0
2023,137,San Francisco Giants,pitching,162,,,,,,,,,,,1359,,,,,,,,,,79.0,83.0,0.488,4.02,162.0,158.0,4.0,11.0,50.0,77.0,72.0,27.0,1434.2,1395.0,719.0,641.0,173.0,403.0,1.25,6039.0,60.0,71.0,12.0
2023,143,Philadelphia Phillies,pitching,162,,,,,,,,,,,1454,,,,,,,,,,90.0,72.0,0.556,4.03,162.0,161.0,1.0,4.0,45.0,71.0,87.0,26.0,1442.1,1318.0,715.0,646.0,185.0,470.0,1.24,6074.0,35.0,54.0,7.0
2023,119,Los Angeles Dodgers,pitching,162,,,,,,,,,,,1388,,,,,,,,,,100.0,62.0,0.617,4.06,162.0,162.0,0.0,15.0,44.0,61.0,90.0,17.0,1446.1,1284.0,699.0,652.0,200.0,454.0,1.2,6018.0,49.0,73.0,4.0
2023,112,Chicago Cubs,pitching,162,,,,,,,,,,,1377,,,,,,,,,,83.0,79.0,0.512,4.08,162.0,161.0,1.0,13.0,35.0,57.0,83.0,22.0,1435.1,1328.0,723.0,651.0,179.0,513.0,1.28,6085.0,57.0,64.0,6.0
2023,144,Atlanta Braves,pitching,162,,,,,,,,,,,1516,,,,,,,,,,104.0,58.0,0.642,4.14,162.0,161.0,1.0,15.0,52.0,78.0,102.0,26.0,1440.0,1341.0,716.0,662.0,187.0,534.0,1.3,6135.0,56.0,70.0,8.0
2023,146,Miami Marlins,pitching,162,,,,,,,,,,,1490,,,,,,,,,,84.0,78.0,0.519,4.21,162.0,159.0,3.0,9.0,43.0,74.0,92.0,31.0,1435.1,1340.0,723.0,672.0,191.0,514.0,1.29,6091.0,38.0,71.0,9.0
2023,116,Detroit Tigers,pitching,162,,,,,,,,,,,1374,,,,,,,,,,78.0,84.0,0.481,4.24,162.0,162.0,0.0,15.0,41.0,63.0,102.0,22.0,1442.1,1320.0,740.0,680.0,187.0,476.0,1.25,6073.0,51.0,50.0,5.0
2023,140,Texas Rangers,pitching,162,,,,,,,,,,,1351,,,,,,,,,,90.0,72.0,0.556,4.28,162.0,159.0,3.0,13.0,30.0,63.0,81.0,33.0,1436.1,1330.0,716.0,683.0,198.0,491.0,1.27,6025.0,46.0,59.0,4.0
2023,121,New York Mets,pitching,162,,,,,,,,,,,1397,,,,,,,,,,75.0,87.0,0.463,4.3,162.0,161.0,1.0,7.0,34.0,52.0,82.0,18.0,1416.1,1331.0,729.0,676.0,190.0,595.0,1.36,6115.0,59.0,85.0,8.0
2023,109,Arizona Diamondbacks,pitching,162,,,,,,,,,,,1351,,,,,,,,,,84.0,78.0,0.519,4.48,162.0,161.0,1.0,9.0,44.0,71.0,76.0,27.0,1435.1,1375.0,761.0,714.0,197.0,525.0,1.32,6100.0,40.0,48.0,8.0
2023,111,Boston Red Sox,pitching,162,,,,,,,,,,,1423,,,,,,,,,,78.0,84.0,0.481,4.52,162.0,162.0,0.0,5.0,43.0,59.0,68.0,16.0,1430.0,1416.0,776.0,718.0,208.0,497.0,1.34,6168.0,49.0,83.0,4.0
2023,134,Pittsburgh Pirates,pitching,162,,,,,,,,,,,1363,,,,,,,,,,76.0,86.0,0.469,4.6,162.0,160.0,2.0,10.0,47.0,68.0,88.0,21.0,1430.0,1380.0,790.0,731.0,179.0,596.0,1.38,6238.0,57.0,81.0,7.0
2023,108,Los Angeles Angels,pitching,162,,,,,,,,,,,1445,,,,,,,,,,73.0,89.0,0.451,4.64,162.0,161.0,1.0,9.0,43.0,72.0,97.0,29.0,1431.2,1394.0,829.0,738.0,209.0,636.0,1.42,6305.0,70.0,88.0,8.0
2023,138,St. Louis Cardinals,pitching,162,,,,,,,,,,,1215,,,,,,,,,,71.0,91.0,0.438,4.79,162.0,162.0,0.0,10.0,36.0,64.0,89.0,28.0,1428.1,1549.0,829.0,760.0,179.0,530.0,1.46,6273.0,62.0,63.0,7.0
2023,113,Cincinnati Reds,pitching,162,,,,,,,,,,,1381,,,,,,,,,,82.0,80.0,0.506,4.83,162.0,162.0,0.0,6.0,53.0,79.0,90.0,26.0,1439.1,1426.0,821.0,772.0,222.0,613.0,1.42,6310.0,48.0,81.0,7.0
2023,145,Chicago White Sox,pitching,162,,,,,,,,,,,1470,,,,,,,,,,61.0,101.0,0.377,4.87,162.0,160.0,2.0,7.0,28.0,57.0,71.0,29.0,1431.2,1372.0,841.0,774.0,214.0,654.0,1.42,6301.0,65.0,91.0,9.0
2023,120,Washington Nationals,pitching,162,,,,,,,,,,,1225,,,,,,,,,,71.0,91.0,0.438,5.02,162.0,162.0,0.0,3.0,42.0,69.0,75.0,27.0,1428.1,1512.0,845.0,797.0,245.0,592.0,1.47,6285.0,54.0,66.0,8.0
2023,118,Kansas City Royals,pitching,162,,,,,,,,,,,1270,,,,,,,,,,56.0,106.0,0.346,5.17,162.0,159.0,3.0,6.0,28.0,53.0,66.0,25.0,1409.0,1429.0,859.0,809.0,207.0,553.0,1.41,6139.0,67.0,73.0,6.0
2023,133,Oakland Athletics,pitching,162,,,,,,,,,,,1300,,,,,,,,,,50.0,112.0,0.309,5.48,162.0,162.0,0.0,5.0,29.0,55.0,62.0,26.0,1419.2,1464.0,924.0,865.0,213.0,694.0,1.52,6384.0,76.0,100.0,4.0
2023,115,Colorado Rockies,pitching,162,,,,,,,,,,,1129,,,,,,,,,,59.0,103.0,0.364,5.67,162.0,162.0,0.0,6.0,32.0,66.0,58.0,34.0,1414.0,1599.0,957.0,891.0,234.0,586.0,1.55,6316.0,51.0,86.0,7.0
2024,135,San Diego Padres,batting,162,5526.0,760.0,1456.0,259.0,18.0,190.0,726.0,120.0,28.0,458.0,1077,0.263,0.324,0.42,0.744,2321.0,56.0,31.0,28.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,
2024,109,Arizona Diamondbacks,batting,162,5522.0,886.0,1452.0,271.0,37.0,211.0,845.0,119.0,30.0,569.0,1265,0.263,0.337,0.44,0.777,2430.0,84.0,66.0,34.0,1111.0,,,,,,,,,,,,,,,,,,,,,,,
2024,117,Houston Astros,batting,161,5530.0,740.0,1448.0,264.0,16.0,190.0,701.0,93.0,24.0,448.0,1176,0.262,0.322,0.418,0.74,2314.0,67.0,46.0,12.0,1113.0,,,,,,,,,,,,,,,,,,,,,,,
2024,119,Los Angeles Dodgers,batting,162,5522.0,842.0,1423.0,291.0,26.0,233.0,815.0,136.0,23.0,602.0,1336,0.258,0.335,0.446,0.781,2465.0,64.0,51.0,10.0,1143.0,,,,,,,,,,,,,,,,,,,,,,,
2024,143,Philadelphia Phillies,batting,162,5534.0,784.0,1423.0,285.0,24.0,198.0,750.0,148.0,30.0,515.0,1370,0.257,0.325,0.425,0.75,2350.0,62.0,40.0,13.0,1115.0,,,,,,,,,,,,,,,,,,,,,,,
2024,111,Boston Red Sox,batting,162,5577.0,751.0,1404.0,311.0,30.0,194.0,724.0,144.0,44.0,493.0,1570,0.252,0.319,0.423,0.742,2357.0,73.0,40.0,7.0,1116.0,,,,,,,,,,,,,,,,,,,,,,,
2024,110,Baltimore Orioles,batting,162,5567.0,786.0,1391.0,262.0,33.0,235.0,759.0,98.0,25.0,489.0,1359,0.25,0.315,0.435,0.75,2424.0,64.0,45.0,6.0,1108.0,,,,,,,,,,,,,,,,,,,,,,,
2024,158,Milwaukee Brewers,batting,162,5472.0,777.0,1359.0,249.0,33.0,177.0,742.0,217.0,42.0,597.0,1459,0.248,0.326,0.403,0.729,2205.0,46.0,34.0,15.0,1113.0,,,,,,,,,,,,,,,,,,,,,,,
2024,147,New York Yankees,batting,162,5450.0,815.0,1352.0,243.0,15.0,237.0,782.0,88.0,26.0,672.0,1326,0.248,0.333,0.429,0.762,2336.0,49.0,57.0,14.0,1141.0,,,,,,,,,,,,,,,,,,,,,,,
2024,118,Kansas City Royals,batting,162,5421.0,735.0,1343.0,264.0,35.0,170.0,711.0,134.0,31.0,429.0,1161,0.248,0.306,0.403,0.709,2187.0,52.0,54.0,23.0,990.0,,,,,,,,,,,,,,,,,,,,,,,
2024,138,St. Louis Cardinals,batting,162,5507.0,672.0,1363.0,257.0,21.0,165.0,639.0,91.0,29.0,478.0,1318,0.248,0.312,0.392,0.704,2157.0,56.0,47.0,17.0,1149.0,,,,,,,,,,,,,,,,,,,,,,,
2024,121,New York Mets,batting,162,5510.0,768.0,1357.0,279.0,15.0,207.0,735.0,106.0,22.0,514.0,1382,0.246,0.319,0.415,0.734,2287.0,92.0,36.0,10.0,1110.0,,,,,,,,,,,,,,,,,,,,,,,
2024,142,Minnesota Twins,batting,162,5490.0,742.0,1352.0,309.0,23.0,183.0,702.0,65.0,23.0,473.0,1306,0.246,0.315,0.411,0.726,2256.0,101.0,47.0,10.0,1087.0,,,,,,,,,,,,,,,,,,,,,,,
2024,146,Miami Marlins,batting,162,5522.0,637.0,1347.0,243.0,23.0,150.0,611.0,125.0,43.0,403.0,1410,0.244,0.3,0.378,0.678,2086.0,55.0,41.0,24.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,
2024,144,Atlanta Braves,batting,162,5481.0,704.0,1333.0,273.0,15.0,213.0,674.0,69.0,20.0,485.0,1461,0.243,0.309,0.415,0.724,2275.0,58.0,39.0,9.0,1088.0,,,,,,,,,,,,,,,,,,,,,,,
2024,120,Washington Nationals,batting,162,5374.0,660.0,1306.0,267.0,18.0,135.0,621.0,223.0,73.0,456.0,1220,0.243,0.309,0.375,0.684,2014.0,73.0,40.0,26.0,1010.0,,,,,,,,,,,,,,,,,,,,,,,
2024,112,Chicago Cubs,batting,162,5441.0,736.0,1318.0,253.0,29.0,170.0,696.0,143.0,30.0,546.0,1362,0.242,0.317,0.393,0.71,2139.0,70.0,41.0,17.0,1105.0,,,,,,,,,,,,,,,,,,,,,,,
2024,115,Colorado Rockies,batting,162,5454.0,682.0,1319.0,277.0,25.0,179.0,655.0,85.0,31.0,453.0,1617,0.242,0.304,0.4,0.704,2183.0,51.0,45.0,19.0,1028.0,,,,,,,,,,,,,,,,,,,,,,,
2024,141,Toronto Blue Jays,batting,162,5410.0,671.0,1306.0,280.0,26.0,156.0,640.0,72.0,16.0,510.0,1233,0.241,0.313,0.389,0.702,2106.0,78.0,45.0,14.0,1106.0,,,,,,,,,,,,,,,,,,,,,,,
2024,137,San Francisco Giants,batting,162,5460.0,693.0,1303.0,266.0,30.0,177.0,661.0,68.0,22.0,492.0,1452,0.239,0.305,0.396,0.701,2160.0,52.0,47.0,10.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,
2024,140,Texas Rangers,batting,162,5472.0,683.0,1302.0,220.0,15.0,176.0,652.0,97.0,25.0,490.0,1284,0.238,0.305,0.38,0.685,2080.0,55.0,30.0,6.0,1084.0,,,,,,,,,,,,,,,,,,,,,,,
2024,114,Cleveland Guardians,batting,161,5310.0,708.0,1263.0,245.0,18.0,185.0,670.0,148.0,46.0,466.0,1196,0.238,0.307,0.395,0.702,2099.0,87.0,43.0,17.0,978.0,,,,,,,,,,,,,,,,,,,,,,,
2024,134,Pittsburgh Pirates,batting,162,5477.0,665.0,1283.0,236.0,17.0,160.0,643.0,106.0,19.0,485.0,1506,0.234,0.301,0.371,0.672,2033.0,60.0,47.0,16.0,1112.0,,,,,,,,,,,,,,,,,,,,,,,
2024,116,Detroit Tigers,batting,162,5442.0,682.0,1273.0,244.0,47.0,162.0,656.0,76.0,24.0,476.0,1461,0.234,0.3,0.385,0.685,2097.0,52.0,41.0,4.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,
2024,133,Oakland Athletics,batting,162,5432.0,643.0,1267.0,240.0,19.0,196.0,619.0,98.0,26.0,493.0,1502,0.233,0.301,0.393,0.694,2133.0,53.0,37.0,19.0,1073.0,,,,,,,,,,,,,,,,,,,,,,,
2024,113,Cincinnati Reds,batting,162,5325.0,699.0,1230.0,257.0,29.0,174.0,663.0,207.0,45.0,496.0,1459,0.231,0.305,0.388,0.693,2067.0,87.0,43.0,18.0,989.0,,,,,,,,,,,,,,,,,,,,,,,
2024,139,Tampa Bay Rays,batting,162,5389.0,604.0,1241.0,245.0,23.0,147.0,564.0,178.0,53.0,493.0,1485,0.23,0.302,0.366,0.668,1973.0,78.0,32.0,10.0,1099.0,,,,,,,,,,,,,,,,,,,,,,,
2024,108,Los Angeles Angels,batting,162,5357.0,635.0,1227.0,227.0,15.0,165.0,596.0,133.0,50.0,482.0,1416,0.229,0.301,0.369,0.67,1979.0,86.0,35.0,12.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,
